# C | original section number | display title | thesis | route | party
C|0|启程之前|这次重走江湖，为的是故事，不是再填满一张收集表。|新主线 → 人物支线 → 双 DLC|按剧情带队，不为刷图鉴遣散同伴
537-543|陈麟熙：北山寒尸到平康麟子|接任务时好感控制在 70–79；验尸选「义正言辞」减 10，再继续樊城与平康剧情。|人物
547-559|夜探平康，收尾还债主线|带烧鸡、琼华泉和跌打药推进王钧剧情，完成地窖与北街调查。|主线
561-561|莫问的喜好|问过三人后选棋盘，去程家村找陆博枭。|人物
563-567|接天龙暗桩，顺路帮王钧谋生|先接门派调查；王钧的谋生之道先做到入队，后面再收尾。|支线
569-569|天龙暗桩：双河村调查|四处迂回询问、调查鱼摊鸡窝渔网渡口；茶摊选「联络、鱼贩子」。|支线
571-573|雷家村与反攻前奏|和所有村民交谈后再出发，完整走完连鼓山的反攻。|人物
575-579|叶飞的归宿|到莲心湖完成娄赴召的归宿，邀请叶飞入队。|人物
581-593|武当元启|做演武试艺，元启好感 80 后选「去问道妙」，为后续故事铺垫。|人物
C|8|品剑大会|大会之外，别错过孔亮的最后触发时机与姑苏灯会。|武当 → 阎浮镇 → 名剑山庄 → 姑苏夜市|上官虹、司马铃、莫问
597-609|精英弟子与门派大比|正常完成门派比武，不安排为了结局图鉴故意输掉首战。|主线
611-615|小倩与幽云泽的神秘少女|接王钧家门口的小倩任务；幽云泽渡口左上方剧情按原文选「不救」。|支线
617-629|孔亮：韶华轻掷|这是原攻略提示的最后触发时机。以结识同伴为目标可选帮忙，不为漫天花雨走另一条线。|人物
631-643|抵达名剑山庄|从姑苏渡口继续大会，顺路与洗剑池附近人物交谈。|主线
645-651|欧阳雪与夜市邀约|琴声选择「有点压抑」，随后跟随欧阳雪去姑苏夜市。|主线
655-667|姑苏灯会|猜灯谜选「华、灯、映、雪」，看说书与卖艺，吃馄饨选「安慰」。保留萧家食录。|支线
669-681|大会决胜与三人的心意|大会后莫问处选「赞同」，瑶姬处选「叫名字」；不为另一结局压低好感。|主线
683-685|寒泉铸剑与烟霞剑客|回姑苏找铁匠，再到樊城与程家村完成霍长青入队。|人物
687-701|蓬莱遗珍的七件信物|这不是默认必做收集；需要九州诀相关剧情时再修复七件遗珍，最后一件在武家旧事之后。|见闻
703-707|回无名岛看看同伴|瑶姬入住、欧阳雪疗伤，以及上官虹与霍长青的剑法交流。|人物
C|9|金蝎与武家旧事|一只金蝎只能交给一个人；选一条线好好体验，不需要修改器。|姑苏 → 猴儿林 → 竹海 → 和璞山庄|吕仙儿、顾思归
717-721|拿到异种金蝎|完成毒蝎夺命，去猴儿林深处取金蝎，交出前独立存档。|支线
723-729|洞口抉择与飞蝎使后续|药圣／商人路线拒绝赠蝎；娜乌路线赠与。拒绝仍可继续蔓阴林的飞蝎使剧情。|分歧
731-733|商人路线：出售金蝎|幽云泽把金蝎交给元疆，接人面鬼蛛；本轮不会再走药圣交蝎线。|支线|merchant
735-741|药圣路线：柳麻衣与竹海之约|拒绝娜乌和商人后，把金蝎交给柳麻衣，阅读药圣的信，去竹海认识商葶苧。|人物|medicine
743-747|明珠无瑕与顾思归|回游仙村交明珠材料，顺路回无名岛听顾思归谈青云主人。|DLC
751-759|山庄课业：沙盘演武与玉枪|继续和璞山庄主剧情，照顾吕仙儿和叶家兄妹两条线。|DLC
761-771|夤夜访客与叶家兄妹|按昼夜顺序完成访客、买菜、墓园与校场剧情；墓园右上方还有一段对话。|DLC
773-781|流转与四大武家|完成课业后再去玉阁推进流转；接下来山庄暂时关闭，五宝花秘酒先保留。|DLC
787-787|最后的遗珍|遗珍路线可修复无底葫芦；它是可选收集，不阻碍主线。|见闻
789-789|吕仙儿：练枪|回无名岛，去吕仙儿屋前体验练枪剧情。|人物
C|10|关外风云|沿着身世线索走，黎城回客栈前记得绕去玄火教。|峋谷关 → 辽城 → 不风山 → 黎城|瑶姬、欧阳雪、莫问
797-811|夜探将军府，先找瑶姬|选择夜探，走右上路线；事后选「上前阻止」「出言安慰」「先找瑶姬」。|主线
813-825|关城委托与家书|做排查奸细；完成北望的可送赵二磊家书，顺路收尾镖局客卿与萧大爷故事。|支线
827-837|回到辽城|继续宇文逸故居、义庄与寻羊剧情，留意故人的对话。|主线
839-847|不风山与暗道|跟上支线选「饶他一命」，调查猛虎堂梅花图后进入暗道。|主线
849-855|先去玄火教，再回客栈|玄火教门口「自报家门」会补充瑶姬剧情；持有遗书、珊瑚的可在黎城交还。|主线
C|11|中原事宜|回访旧人，把悬着的案子、约定和心意收尾。|临昌 → 仙人渡 → 万劫窟 → 武当|白锦、冷无情、莫问
5-5|白锦：塞外风光|白锦好感 80 后触发，去将军府后务必前往临昌救人，不走葬龙谷死亡分支。|人物
7-11|再遇无情与海寇内应|桃花林再见冷无情，姑苏查案后去仙人渡提举司与暗市。|人物
17-21|灭门之案：线索与真凶|结束宋仵作的说客任务，再逐段调查；询问陈麟熙时需暂时让他离队。|支线
23-25|歪僧慧达收尾|回少林交张秀才任务；慧达好感 80 后还有最后一段。|人物
27-31|王钧的生计与小倩归宿|回洛村安排王钧，再到津鲤村与平康城收尾小倩。|人物
33-37|万劫窟：回头寻找瑶姬|完成朱九真主线后，先回右侧深处找瑶姬，再返武当继续后续。|主线
39-55|门派琐事与山顶邀约|按需补门派贡献；路过武当山顶触发邀约时选「去」。|支线
57-61|故人与绝响难求的开端|做「故人」而不是压低莫问好感；绝响难求先做到姑苏花灯小贩。|人物
C|12|伤魂鸟|丐帮不是只打一场大战：两条调查线与战后的追寻都要走完。|谭城 → 丐帮 → 南渝村 → 幽云泽|李元兴、燕未还、荀杳杳
69-79|伤魂调·序曲与三路调查|在丐帮选「质问乌天瘤」，接净衣派、丐帮之法与玉容皓皓。|支线
81-85|玉容皓皓与丐帮之法|往返南渝、蔓阴林、紫竹林，读信；再查天鸣村案发现场。|支线
87-89|拨云见日到丐帮大战|两条调查完成后去青萝山与众人交谈，再做出决定并备战。|支线
91-93|大战之后，回丐帮邀请李元兴|不要打完就走：再访李元兴、谭城戏台，补齐后续剧情。|人物
95-99|幽云泽遇伏与出笼之鸟|先帮莲芯，再去西岸接出笼之鸟；蔓阴林完成伤魂何处并邀请燕未还。|人物
101-107|燕未还的回乡与竹海回访|燕未还好感 70 后暂离队，去梧桐村；药圣路线可回竹海谈欧阳雪。|人物
C|13|再访碧海仙踪|带着完整的同行阵容回东海，为青云传承画上句号。|灵龟岛 → 游仙村 → 谪仙瀑|步微月、上官虹、司马铃、吕仙儿、冷无情、李元兴、燕未还、叶飞
119-119|灵龟岛：河图洛书|带上李元兴，机关可退出交给他解；完成后拿到第二把石制钥匙。|DLC
121-123|谪仙瀑与青云传承|两轮光线机关之后进石洞，与步微月完成三段试炼。九州之卷是可选补充。|DLC
125-127|百年传承|同伴到齐后返回游仙村休息，沿地上卦象选择「愿意」，完成 DLC 最终战。|DLC
129-129|步微月：批小白|带一份紫竹回无名岛，收尾步微月的小故事。|人物
C|14|霹雳门|这是新主线的重要入口，别照旧主线速通建议跳过它。|幽云泽 → 霹雳门 → 竹海／幽云泽|卫霍、娜乌、冷无情、叶飞
151-157|参加大会，进入霹雳门|幽云泽找弟子选「参加」；进门后不速通，先查门内生变。|主线
159-163|门内生变：查清库房|反复调查箱子与油布，检查内部三次；离开时联系冷无情，再完成宝库战。|支线
165-167|娜乌与厂卫|打探后与娜乌反复交谈；厂卫客房选「强闯入内」，第二战在 15 回合内获胜。|支线
169-169|莲芯的提议：回绝|这里直接选择「回绝」，不为秘籍降童安好感或反复读档。|分歧
171-175|千机万发与霹雳门余波|休息推进连战，别漏欧阳海与厂卫客房回访，接娜乌入队。|主线
179-179|药圣路线：交人面蛛|回竹海找商葶苧交差，继续她的剧情。|人物|medicine
181-183|商人路线：人面蛛与古卷|找元疆交人面蛛；古卷帛书可按兴趣接，不是进入藏宝洞的必要条件。|支线|merchant
185-187|娜乌的无名岛日常|回无名岛，在娜乌屋子右侧海滩触发抓鱼。|人物
C|15|晋升传功|第一次去西域，记住苦水村的前置对话。|武当 → 西域 → 一线天 → 程家堡|李元兴、燕未还、吕仙儿
195-203|晋升传功，天鸣村解围|晋升后找道妙问药材，处理紫竹林事件，再和莫问会合。|主线
205-211|升级无尘剑之前|先回无名岛看莫问观棋、冷无情和李元兴下棋，以及夜间练剑。|人物
213-219|西域初访与同游西凉|先见苦水村村长。李元兴、燕未还好感 80 后去卧秋山，不必为了坏结局压制武学成长。|人物
227-247|四大武家与天水城|跟着吕仙儿到平阳堡，再完成天水城夜宴；西域胡商可顺路接。|主线
249-251|吕仙儿：女帅胆魄|在一线天见穆婆婆，去龙门峡完成女帅剧情。|人物
255-265|程家堡之后的选择|新主线可留下程钰；返回武当后看伙房与道玄附近剧情。|主线
267-275|门派委托与武家旧事开端|接道微请托，离开武当前触发武家旧事；门派贡献任务按需做。|支线
277-283|程钰、莫离与女帅留书|按选择回访程钰；看过救治莫离剧情后，药圣路线去竹海邀请商葶苧。|人物
285-289|商葶苧的无名岛日常|炼丹、赠方与摇椅，回岛时一起体验。|人物|medicine
291-295|旧友回访与程家二爷|回谭城、辽城看看旧友，再到天水城调查纸包与街坊。|支线
C|16|甘泉苦水|入村前存档，但只走一次完整调查，不用来回刷庆功图鉴。|甘泉村 → 苦水村 → 一线天 → 神鹰门|冷鹰、涤罪僧、李元兴、燕未还、冷无情
303-315|入甘泉村，别漏万彪|先做诊治裴庆；出发调查前、返回甘泉后都找万彪交谈。|支线
317-317|穷山据点|邀请冷鹰，深入据点完成调查，先不要直接推进庆功。|支线
319-321|再探苦水|去苦水村与苍岚村，再在天水城城墙邀请涤罪僧，继续程家堡。|人物
323-329|鬼鹰现踪|回甘泉找冷鹰、欧阳海；往牢房触发鬼鹰现踪，走完卧秋山调查。|支线
331-335|晦明朝夕与拜谒神鹰门|带好同伴推进一线天与苦水村战斗，之后回神鹰门收尾冷鹰线。|支线
337-343|甘泉庆功与武家传承|庆功后去平阳堡，吕仙儿三门指定武学满级时再使用女帅留书。|人物
347-353|程钰后续、涤罪僧与周家旧事|按本轮选择回访程钰；少林邀请涤罪僧回来，周家复仇按自己的判断选择。|人物
355-363|归岛见闻与救治莫离|回无名岛看冷鹰、涤罪僧小故事，再回武当清霄处推进救治。|人物
C|17|绮罗筵|重返山庄，看清旧事；不拆散队伍去刷另外两条分支。|武当 → 和璞山庄 → 素节林|白锦、冷鹰、瑶姬、吕仙儿、步微月
377-379|赴绮罗筵|完成道微请托，选择参加；和顾思归会合后重回和璞山庄。|DLC
383-385|慕艾的考验与翼卫情报|完成三次沙盘演武，再去玉阁、扫地老人和伙房补齐线索。|DLC
387-387|西厢房与瑶姬|玄阳离火功拿到后让宇文逸学满；休息后继续西厢房，感情选择按本轮意愿。|DLC
399-401|绝响难求：终于找到琴谱|继续去素节林右下方，完成欧阳雪的心愿；不为刷另一结局刻意跳过。|人物
C|20|南疆风云|这次的新主线重心：先做身边的支线，再推连续的大事件。|武当 → 景陇 → 五仙教 → 长生殿|尽量保留已入队同伴，尤其叶飞、冷无情、李元兴、燕未还
547-551|执法弟子与云相太极|先晋升，再把六门指定武学练满，去武当禁地完成试炼。|主线
563-569|姑苏行凶者，邀请莲芯|在名剑山庄渡口推进剧情，去竹海右上方救助莲芯，再回渡口看后续。|人物
571-579|初到景陇|完成城中连战，出城前把同伴附近的对话都看一遍。|主线
581-589|石屏村：槐南一梦|带娜乌去百药谷，调查槐树右侧蝴蝶，选择「拒绝解蛊」；村中委托顺路收尾。|支线
591-593|蝴蝶村、报恩与藏宝洞|帮助花美人，十万大山瀑布内部可探索；藏宝洞不要求先做古卷帛书。|支线
595-599|重返霹雳门|听童安解释，再分别见叶飞、燕未还、冷无情、李元兴、欧阳雪、汤统和莲芯。|支线
601-613|凤凰洞与留守选择|推荐让欧阳雪留守；是否让涤罪僧一起守门按战力决定，不追求单人防守成就。|主线
617-623|救治欧阳雪与顾思归|三处毒物任选一处；宇文逸内功 120 可选「我自己」救欧阳雪，再治顾思归。|主线
627-629|兵祸之乱与石赫遇刺|去地牢、石赫处，遇刺后继续调查并完成地牢两战，不跳过后半段。|支线
631-641|五仙教风波与禁地|和众人交谈后休息，跟随山门、圣潭与禁地的主线。|主线
645-659|燕未还断后与碧波门|准备燕未还连续单挑；之后完成碧波门剧情，回五仙教会合。|主线
661-669|通幽沼与赴战|营地休息前后多和同伴交谈；二周目极难的赴战选项可能固定，按游戏实际推进。|主线
673-679|去景陇前，先问清商葶苧|与商葶苧交谈，前三项都问过，再选「全都了解了」，不要直接赶去景陇。|人物
683-693|南疆决战：出手相助|和同伴会合后开战；战后选「出手相助」，保留长生殿后续。|分歧
697-705|长生殿、乘黄试炼与辞别|别离开南疆就回武当：先去长生殿、神树崖，见白唯一并完成乘黄试炼。|人物
723-727|南疆回访|回碧波门；程钰的额外剧情按此前是否留下、是否教功法触发。|人物
729-743|再访故人，带同伴回无名岛|青木舫、南渝村收尾，然后去岛上看荀杳杳与段家姐弟的日常。|人物
749-753|蜃楼幻境：想打再打|挑战属于可选内容，不用为收集秘籍而中断新主线。|见闻
C|21|少林剑诀|等候剑诀不是直接睡过去；元启、凶案与达摩洞都在这一阶段。|武当 → 天剑宗 → 阎浮镇 → 少林寺|冷无情、涤罪僧、卫霍、叶飞、莲芯
760-770|返回中原，夜入少林|沿阎浮镇、檀林推进，夜间少林先去右侧禅房，再见方丈。|主线
772-788|元启线：寻找、劝阻到玄火神丹|找断剑与笔记，走完赔礼道歉、肖寒光拜庄、厂卫动作和瑶姬邀约。|人物
790-792|是否承接武当|这是个人归宿选择，先存档；不把某一种结局当作二周目唯一正确答案。|分歧
794-802|回天剑宗与莲芯的委托|不要漏掉回天剑宗：它涉及元启心魔与清霄后续。之后接回莲芯。|人物
804-812|剑决之前与鱼龙混杂|见圆难后走开再回来触发卫霍单挑；逐个拜访前殿人物，再去见殷无矜。|支线
814-818|阎浮镇凶案：继续调查|白龟洞左侧务必调查尸体并选「继续调查」，这是冷无情后续的重要分歧。|支线
820-834|等候剑诀与调查赤鹰|等候后去塔林，不要漏调查赤鹰；再继续少林战斗与禅房剧情。|主线
836-842|佛生诸想：走完达摩洞|调查石灯、刀架、画像等线索后，继续问涤罪僧「准备好了」，不在中途结束。|人物
844-846|天机玄剑与五仙圣女|五仙圣女先回梧桐村江宅床边拿小彤木剑，再去阎浮镇民宅。|人物
848-856|真武与冰潭雪莲|回武当禁地完成真武，豫村支线和无名岛枫桥流水可顺路看。|支线
C|22|天佛大战|连续大战之后，还有最后一段自由活动时间。|武当 → 天佛窟 → 梧桐村|涤罪僧、冷无情、李元兴等同行者
866-874|六派会师，深入天佛窟|武当选六派会师；连续战斗前检查各人的装备与武学。|主线
878-890|天佛窟上下层与出口对话|按主线推进，不为败战图鉴重打；出口处先分别与在场同伴交谈。|主线
892-898|离开天佛窟，告别众人|继续出口战斗与童安剧情；胜负分支有额外剧情，但不列为强制路线。|主线
900-904|小彤归队与最后的回访|梧桐村江吟风墓前见小彤，离村再回来选「传功小彤」；清理仍想体验的南疆故事。|人物
C|23|决战玉龙|把江湖交给自己的选择，不必为了另一张结局图鉴重走一遍。|峋谷关 → 天山 → 玄火教 → 最终决战|吕仙儿、步微月、瑶姬、叶飞
909-915|回武当，赴峋谷关|继续道玄与叶飞的剧情；前面南疆的选择会在此回应。|主线
917-921|重建天机宫，还是回绝|这是你的江湖归宿，读清选择后决定即可，无需两边都刷。|分歧
925-935|战前的告别|在峋谷关看步微月、吕仙儿的剧情，再回武当作最后一次探访。|人物
937-945|剑名斩鲸|经白龟洞暗道登天山，山顶战斗结束后完成斩鲸剑故事。|主线
947-957|玄火教与峋谷关连战|接瑶姬归队，准备她的装备，再经葬龙谷回峋谷关。|主线
959-978|决战玉龙，收下这一轮的结局|准备好后和瑶姬交谈开启最终战。故事看到了就很好，不用填满所有成就。|主线
